timestamp_ms,session_id,node_id_hex,protocol,frequency_mhz,config_index,rssi_dbm,snr_db,length_bytes,packet_type,encrypted,psk_result,psk_id,lat_deg,lon_deg,alt_m,hop_count,is_router,power_class,raw_hex
92540941,snf_6356,55C7E34C,Meshtastic,906.875,0,-113.0,-4.7,58,unknown,1,none,,,,,,0,0,FFFFFFFF4CE3C7559A528E76600800604D016FC7CEA48FFA5D5F0062858FAED959A74A14FCE8AC67041EA6A80CB8EF287034580A54EA99879484
92553422,snf_6356,49B54C60,Meshtastic,906.875,0,-116.0,-6.0,55,unknown,1,none,,,,,,0,0,FFFFFFFF604CB5497806B637E7080060035AC3D4EE3149F299FC57413D79F744E52400CBFA98CA1BD214204E41E2961F74842BA673BCBB
92554371,snf_6356,49B54C60,Meshtastic,906.875,0,-107.0,1.3,55,unknown,1,none,,,,,,0,0,FFFFFFFF604CB5497806B637E6080064035AC3D4EE3149F299FC57413D79F744E52400CBFA98CA1BD214204E41E2961F74842BA673BCBB
92624294,snf_6356,378E43BE,Meshtastic,906.875,0,-108.0,-0.3,44,unknown,1,none,,,,,,0,0,FFFFFFFFBE438E373625360C630A00BE080312160D00004C15150000FCD0187028017800800100B8010D4801
92625244,snf_6356,49B54C60,Meshtastic,906.875,0,-108.0,0.3,55,unknown,1,none,,,,,,0,0,FFFFFFFF604CB5497936AC71E6080064B7ECDDE5B005DA63CF46593D34DC76536F532836C8EAE300B5B87783D3C1B987CEA214BCFD886C
92626862,snf_6356,49B54C60,Meshtastic,906.875,0,-113.0,-4.5,55,unknown,1,none,,,,,,0,0,FFFFFFFF604CB5497936AC71E50800BEB7ECDDE5B005DA63CF46593D34DC76536F532836C8EAE300B5B87783D3C1B987CEA214BCFD886C
92707347,snf_6356,49B54A64,Meshtastic,906.875,0,-115.0,-6.2,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB5498A0DF571A50800644495340931C3CB9504EF7E1F5578CD00D35859028484322EFABB3625899E6C76176305B9DB80
92709238,snf_6356,49B54A64,Meshtastic,906.875,0,-104.0,3.5,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB5498A0DF571A40800BE4495340931C3CB9504EF7E1F5578CD00D35859028484322EFABB3625899E6C76176305B9DB80
92714210,snf_6356,49B54A64,Meshtastic,906.875,0,-115.0,-5.0,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB5498A0DF571A40800604495340931C3CB9504EF7E1F5578CD00D35859028484322EFABB3625899E6C76176305B9DB80
93012391,snf_6356,49B54A64,Meshtastic,906.875,0,-108.0,0.8,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB5498BD5972AA40800BEB1B0758EB6DFCF42C45AE6832BC901FD5BA19BB96DA654976299FDA9BFBAF6F5F3FC5F56BD3B
93075182,snf_6356,49B54A64,Meshtastic,906.875,0,-119.0,-9.8,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB5498C69E785A50800641C0D679EF64FFA39DC02BCB9F95C483ADEAF1B3918858E5B8BDEBDBBEBCC7BCDAA37295D90C3
93076940,snf_6356,49B54A64,Meshtastic,906.875,0,-104.0,3.5,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB5498C69E785A40800BE1C0D679EF64FFA39DC02BCB9F95C483ADEAF1B3918858E5B8BDEBDBBEBCC7BCDAA37295D90C3
93163738,snf_6356,378E43BE,Meshtastic,906.875,0,-113.0,-4.2,44,unknown,1,none,,,,,,0,0,FFFFFFFFBE438E3737C18F86630A00BE080312160D00004C15150000FCD0187028017800800100B8010D4801
93264921,snf_6356,49B54A64,Meshtastic,906.875,0,-111.0,-2.5,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB5498D193E16A5080064A311190F32220D83382EF7D0D450872F4B5A78C7961D7AF2AC8D89DA55371A39CACF534D0997
93266676,snf_6356,49B54A64,Meshtastic,906.875,0,-111.0,-2.2,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB5498D193E16A4080060A311190F32220D83382EF7D0D450872F4B5A78C7961D7AF2AC8D89DA55371A39CACF534D0997
93295525,snf_6356,49B54A64,Meshtastic,906.875,0,-116.0,-6.7,50,unknown,1,none,,,,,,0,0,FFFFFFFF644AB5498E4D48ADA5080064D98E9B8952A11594A44073376AE5C93E6AA631B1D88D41D6B3B0E8CC72BBCBCFD7E5
93304250,snf_6356,49B54A64,Meshtastic,906.875,0,-113.0,-5.0,50,unknown,1,none,,,,,,0,0,FFFFFFFF644AB5498E4D48ADA4080060D98E9B8952A11594A44073376AE5C93E6AA631B1D88D41D6B3B0E8CC72BBCBCFD7E5
93328685,snf_6356,49B54A64,Meshtastic,906.875,0,-115.0,-7.0,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB5498F752331A5080064D793A682F682AE7A94574FCD7A2AA6645828C679C515D89EE51E67012053CFA1A409007488B9
93330711,snf_6356,49B54A64,Meshtastic,906.875,0,-108.0,0.8,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB5498F752331A40800BED793A682F682AE7A94574FCD7A2AA6645828C679C515D89EE51E67012053CFA1A409007488B9
93393090,snf_6356,49B54A64,Meshtastic,906.875,0,-107.0,1.0,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB54990BDEFDBA5080064E084C5DCD2A013C2164538E3CB0C6E54F416E827628E2E19DA689976363392B9EAD46399223A
93394444,snf_6356,49B54A64,Meshtastic,906.875,0,-108.0,0.8,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB54990BDEFDBA40800BEE084C5DCD2A013C2164538E3CB0C6E54F416E827628E2E19DA689976363392B9EAD46399223A
93395255,snf_6356,49B54A64,Meshtastic,906.875,0,-118.0,-9.0,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB54990BDEFDBA4080060E084C5DCD2A013C2164538E3CB0C6E54F416E827628E2E19DA689976363392B9EAD46399223A
93434158,snf_6356,55C6E2E4,Meshtastic,906.875,0,-116.0,-7.0,50,unknown,1,none,,,,,,0,0,FFFFFFFFE4E2C655CC2E3FD5600800602DF1B228D138397D700C677319EB3A22BE6B27EDB4FD7E0C79728810E96E96F30C6D
93458335,snf_6356,49B54A64,Meshtastic,906.875,0,-112.0,-3.2,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB549917D7124A5080064BC632CA9C707876F230B4EBB1C7254850D378FAFA3EB23F5F2603D6D2F69063441B612D47E9B
93459686,snf_6356,49B54A64,Meshtastic,906.875,0,-114.0,-4.7,54,unknown,1,none,,,,,,0,0,FFFFFFFF644AB549917D7124A4080060BC632CA9C707876F230B4EBB1C7254850D378FAFA3EB23F5F2603D6D2F69063441B612D47E9B
93490275,snf_6356,A6022C87,Meshtastic,906.875,0,-115.0,-5.7,24,unknown,1,none,,,,,,0,0,FFFFFFFF872C02A6ACCD721DE60800645CC8A3A367DC0D74
93491495,snf_6356,,Unknown,906.875,0,-114.0,-5.2,99,unknown,1,none,,,,,,0,0,872C02A6644AB54992F9E16FA5080064E6017791C71B47D9A1342788F8A65C6217CFEC907326EDA7361E4FAAB7F00D4F12AB838A263CFE2C786FB1F91986C6C236AF2720DB9B8A5B15C69BF1177E501D7066F2D02AAB11300561ADC84C54B66B227975
93494448,snf_6356,,Unknown,906.875,0,-114.0,-5.5,99,unknown,1,none,,,,,,0,0,872C02A6644AB54992F9E16FA40800BEE6017791C71B47D9A1342788F8A65C6217CFEC907326EDA7361E4FAAB7F00D4F12AB838A263CFE2C786FB1F91986C6C236AF2720DB9B8A5B15C69BF1177E501D7066F2D02AAB11300561ADC84C54B66B227975
93495658,snf_6356,A6022C87,Meshtastic,906.875,0,-114.0,-5.0,24,unknown,1,none,,,,,,0,0,FFFFFFFF872C02A6ACCD721DE50800605CC8A3A367DC0D74
93502780,snf_6356,,Unknown,906.875,0,-115.0,-6.7,99,unknown,1,none,,,,,,0,0,872C02A6644AB54992F9E16FA4080060E6017791C71B47D9A1342788F8A65C6217CFEC907326EDA7361E4FAAB7F00D4F12AB838A263CFE2C786FB1F91986C6C236AF2720DB9B8A5B15C69BF1177E501D7066F2D02AAB11300561ADC84C54B66B227975
